n,seconds
1496,0.0808964270
1497,0.0794005840
1498,0.0794555850
1499,0.0841104620
1500,0.0881815930
1501,0.0870090150
1502,0.0811466660
1503,0.0812369360
1504,0.0776255910
1505,0.0693935950
1506,0.0700855870
1507,0.0737595220
1508,0.0709396570
1509,0.0857678260
1510,0.0690621700
1511,0.0681617740
1512,0.0683352630
1513,0.0696429180
1514,0.0695711070
1515,0.0697404330
1516,0.0704130810
1517,0.0846945460
1518,0.0749911110
1519,0.0708790420
1520,0.0719992970
1521,0.0721930180
1522,0.0787990760
1523,0.0744440410
1524,0.0722687220
1525,0.0735447360
1526,0.0707116390
1527,0.0710307820
1528,0.0727272700
1529,0.0722123660
1530,0.0729985930
1531,0.0746823880
1532,0.0749078100
1533,0.1105467770
1534,0.0779519740
1535,0.0707377980
1536,0.0695825400
1537,0.0703890260
1538,0.0729018420
1539,0.0706425380
1540,0.0711084820
1541,0.0537739460
1542,0.1166752840
1543,0.0819063350
1544,0.0746892320
1545,0.0790812290
1546,0.0737595720
1547,0.0736616840
1548,0.0721288100
1549,0.0719236580
1550,0.0792855260
1551,0.0722390380
1552,0.0732900610
1553,0.0720281770
1554,0.0727488680
1555,0.0588181290
1556,0.0546307730
1557,0.0551843100
1558,0.0639895420
1559,0.0766730670
1560,0.0726969730
1561,0.0768156930
1562,0.0769411830
1563,0.1018272060
1564,0.0801765260
1565,0.0776322430
1566,0.0723940570
1567,0.0732236790
1568,0.0773574990
1569,0.0749095530
1570,0.0742732210
1571,0.0729035670
1572,0.0745327450
1573,0.0749164480
1574,0.0766649310
1575,0.0764235590
1576,0.0755083030
1577,0.0756790900
1578,0.0738466260
1579,0.0742097840
1580,0.0752291760
1581,0.0779910540
1582,0.0785251100
1583,0.0782614930
1584,0.0750236350
1585,0.0796184250
1586,0.0787998140
1587,0.0800411200
1588,0.0744770190
1589,0.0757809440
1590,0.0753328450
1591,0.0810840670
1592,0.0944770150
1593,0.0808969710
1594,0.0764481370
1595,0.0768063470
1596,0.0823798390
1597,0.0853170050
1598,0.0771274800
1599,0.0791431090
1600,0.0766400370
1601,0.0763068360
1602,0.0761826610
1603,0.0758259670
1604,0.0761585660
1605,0.0776825090
1606,0.0795945320
1607,0.0789132710
1608,0.0720422700
1609,0.0764312250
1610,0.0906126340
1611,0.0806497700
1612,0.0810253550
1613,0.0797036390
1614,0.0802101540
1615,0.0795416870
1616,0.0798186290
1617,0.0801413510
1618,0.0780485860
1619,0.0792365310
1620,0.0770720970
1621,0.0753800850
1622,0.0773390970
1623,0.0822659340
1624,0.0865222040
1625,0.0788942730
1626,0.0798307420
1627,0.0799228370
1628,0.0832102540
1629,0.0843800590
1630,0.0792614410
1631,0.0784138950
1632,0.0809738450
1633,0.0805897860
1634,0.0881578050
1635,0.0843593040
1636,0.0796601310
1637,0.0836317950
1638,0.0846559530
1639,0.0794815500
1640,0.0803432270
1641,0.0805391950
1642,0.0798599680
1643,0.0598227340
1644,0.0628369410
1645,0.0759452250
1646,0.0836065080
1647,0.0817231310
1648,0.0827713650
1649,0.0751493130
1650,0.0605311560
1651,0.0616960100
1652,0.0618959900
1653,0.0614709450
1654,0.0607030190
1655,0.0609178560
1656,0.0613775490
1657,0.0611024420
1658,0.0621596370
1659,0.0620469390
1660,0.0615127380
1661,0.0611459370
1662,0.0620515330
1663,0.0636108290
1664,0.0631770570
1665,0.0665898270
1666,0.0808866300
1667,0.0878660850
1668,0.0868361150
1669,0.0865127650
1670,0.0850511710
1671,0.0878335730
1672,0.0853893280
1673,0.0840334780
1674,0.0846151770
1675,0.0859942440
1676,0.0858121990
1677,0.0870044520
1678,0.0855290940
1679,0.0830723700
1680,0.0848387730
1681,0.0839870650
1682,0.0858281930
1683,0.0886561320
1684,0.0866192530
1685,0.0885503320
1686,0.0912871820
1687,0.1094432770
1688,0.0889116780
1689,0.0850364160
1690,0.0868057920
1691,0.0879710610
1692,0.0879096990
1693,0.0941871470
1694,0.0932958260
1695,0.0925103770
1696,0.0857067450
1697,0.0901565760
1698,0.0904661280
1699,0.0895170460
1700,0.0863004910
1701,0.0962474150
1702,0.0872264550
1703,0.0895253740
1704,0.0889924560
1705,0.0891162960
1706,0.0916468090
1707,0.0868460830
1708,0.1525501490
1709,0.0903626280
1710,0.0925902940
1711,0.0912087000
1712,0.0892778250
1713,0.0893362660
1714,0.0904657600
1715,0.0903391760
1716,0.0894458970
1717,0.0898193440
1718,0.0904832740
1719,0.0921773520
1720,0.0915826890
1721,0.0996119490
1722,0.1011821750
1723,0.0908479090
1724,0.0900481330
1725,0.0886963140
1726,0.0891791670
1727,0.0890807850
1728,0.0899672650
1729,0.0903272230
1730,0.0902676840
1731,0.0947560980
1732,0.0924489410
1733,0.0919536750
1734,0.0907992960
1735,0.0911236500
1736,0.0939260130
1737,0.0925453350
1738,0.0912216520
1739,0.0927496940
1740,0.0908849690
1741,0.0901478060
1742,0.0963702240
1743,0.0966046750
1744,0.0931199070
1745,0.0904121660
1746,0.0943744290
1747,0.1235963790
1748,0.0953297030
1749,0.0926880040
1750,0.0909838990
1751,0.0920975370
1752,0.0935997080
1753,0.0927039560
1754,0.0924227180
1755,0.0941211070
1756,0.0980589230
1757,0.1034958990
1758,0.0963651670
1759,0.0918794300
1760,0.0929197750
1761,0.0963707840
1762,0.0979557170
1763,0.0986877510
1764,0.0935980980
1765,0.0947493120
1766,0.1467912380
1767,0.0974041920
1768,0.1040554090
1769,0.0948080770
1770,0.0952426420
1771,0.0954183120
1772,0.0972261100
1773,0.0969060180
1774,0.0960027080
1775,0.0972849310
1776,0.0982347100
1777,0.0972295570
1778,0.0980555600
1779,0.0980999560
1780,0.0956331830
1781,0.0951830010
1782,0.0945705190
1783,0.0971758400
1784,0.1063643910
1785,0.0989679240
1786,0.0980152610
1787,0.0958741400
1788,0.0979737310
1789,0.0743922480
1790,0.0904064730
1791,0.0973517440
1792,0.1004462170
1793,0.1038320790
1794,0.1019953800
1795,0.0963176850
1796,0.0956425480
1797,0.0961262860
1798,0.0974439190
1799,0.0858822150
1800,0.0762563240
1801,0.0985110440
1802,0.1340267030
1803,0.2122536400
1804,0.1151884400
1805,0.1011764820
1806,0.1098551730
1807,0.1129754510
1808,0.1181835550
1809,0.1167604710
1810,0.1431997580
1811,0.1013150150
1812,0.0983292300
1813,0.0999188490
1814,0.1115639530
1815,0.0745402800
1816,0.1033818490
1817,0.0985934430
1818,0.0988573420
1819,0.1026904480
1820,0.0781182230
1821,0.0871563590
1822,0.0843981690
1823,0.0999048410
1824,0.1181471430
1825,0.1164926090
1826,0.1151346360
1827,0.1277618970
1828,0.1168729050
1829,0.1167820250
1830,0.1030107410
1831,0.1025036620
1832,0.0997772670
1833,0.1191522820
1834,0.0792111600
1835,0.0765155580
1836,0.1045345970
1837,0.1016870990
1838,0.0999911890
1839,0.1074086720
1840,0.1029617180
1841,0.1007408080
1842,0.1011445200
1843,0.1010484160
1844,0.1015658220
1845,0.1037047500
1846,0.0824631710
1847,0.0758924900
1848,0.0757131680
1849,0.0776063210
1850,0.0815766700
1851,0.0807268270
1852,0.0780690880
1853,0.0770989670
1854,0.0766942170
1855,0.0766237780
1856,0.0761610000
1857,0.0775256820
1858,0.0789041060
1859,0.0778430920
1860,0.0787474620
1861,0.0908545100
1862,0.0923307480
1863,0.0784404060
1864,0.0802685410
1865,0.0782371500
1866,0.0782867090
1867,0.0780304870
1868,0.0786158290
1869,0.0775728780
1870,0.0790686890
1871,0.0787982470
1872,0.0785995770
1873,0.0786525220
1874,0.0802481440
1875,0.0894414800
1876,0.0810233840
1877,0.0797545950
1878,0.0817562170
1879,0.0863593850
1880,0.1057223120
1881,0.1070181770
1882,0.1075607890
1883,0.0971445870
1884,0.0799969380
1885,0.0824226530
1886,0.0800376770
1887,0.0821444490
1888,0.0802329880
1889,0.0947914160
1890,0.1069274350
1891,0.1057306070
1892,0.1081700800
1893,0.0924234020
1894,0.0797491260
1895,0.0799419020
1896,0.0826860260
1897,0.0815601200
1898,0.0831919260
1899,0.0806471110
1900,0.0914640210
1901,0.1091408170
1902,0.1072498720
1903,0.1107765110
1904,0.1091534160
1905,0.1091930950
1906,0.1075811140
1907,0.1082089560
1908,0.1104341510
1909,0.0820844630
1910,0.0836909100
1911,0.1013467490
1912,0.1096982500
1913,0.1095214310
1914,0.1088005730
1915,0.0844972280
1916,0.1082985120
1917,0.1098586430
1918,0.1134628620
1919,0.1111727120
1920,0.0977462150
1921,0.0812188490
1922,0.0816576770
1923,0.0842643480
1924,0.0832253710
1925,0.0837094370
1926,0.0836128900
1927,0.0838113050
1928,0.0845954670
1929,0.0893693690
1930,0.1099188670
1931,0.1115403090
1932,0.1133431900
1933,0.1013441890
1934,0.0843547720
1935,0.0835762500
1936,0.0825831150
1937,0.0863591290
1938,0.0867126600
1939,0.1013369030
1940,0.1119275360
1941,0.1135075030
1942,0.1134774370
1943,0.1135894070
1944,0.1066661430
1945,0.0844530700
1946,0.0828523500
1947,0.0853833500
1948,0.0859104210
1949,0.0866428370
1950,0.0841515840
1951,0.0844718600
1952,0.0841902300
1953,0.0861745600
1954,0.0857376410
1955,0.0858949360
1956,0.0843712040
1957,0.0850930380
1958,0.0861152690
1959,0.0851499790
1960,0.0867042950
1961,0.1172592560
1962,0.1082878860
1963,0.0857682410
1964,0.0846206950
1965,0.0856554710
1966,0.0864693550
1967,0.0854260060
1968,0.0862019520
1969,0.0870904520
1970,0.0864601260
1971,0.0872900180
1972,0.0893083040
1973,0.0864797630
1974,0.0870463670
1975,0.0886344630
1976,0.0877883800
1977,0.1002135430
1978,0.1167258360
1979,0.1172206370
1980,0.1194952880
1981,0.0906742290
1982,0.1192020870
1983,0.1177062090
1984,0.1077268630
1985,0.0881657380
1986,0.0875351270
1987,0.0885328050
1988,0.0873932430
1989,0.0875497740
1990,0.0890376290
1991,0.0893526470
1992,0.0921015040
1993,0.1048734510
1994,0.1181546470
1995,0.0890798650
1996,0.0889276510
1997,0.0894087710
1998,0.0888095850
1999,0.0875950180
2000,0.0871835530
